bgc_id,organism,biosynth_class,n_genes,novelty_hashed,novelty_learned,novelty_esm
BGC0002194,Epicoccum nigrum,PKS,4,0.2857685009487666,0.4977229601518026,0.34440227703984816
BGC0002056,sponge metagenome,hybrid,5,0.9489563567362429,0.4967741935483871,0.9117647058823529
BGC0000333,Salinispora arenicola CNS-205,NRPS,23,0.7943074003795066,0.496584440227704,0.5483870967741935
BGC0000568,Escherichia coli,RiPP,7,0.0064516129032258064,0.49639468690702093,0.8514231499051234
BGC0000793,Salmonella enterica subsp. arizonae,other,10,0.009108159392789373,0.49639468690702093,0.7442125237191651
BGC0001033,Paenibacillus larvae subsp. larvae DSM 25430,hybrid,14,0.8903225806451613,0.49620493358633777,0.7193548387096774
BGC0002192,fungal sp. No.14919,PKS,1,0.2588235294117647,0.49468690702087287,0.3028462998102467
BGC0000950,Streptomyces sp. DSM 5940,NRPS,29,0.8504743833017078,0.49411764705882355,0.18690702087286526
BGC0001919,Streptomyces orinoci,hybrid,20,0.6956356736242884,0.4939278937381404,0.37969639468690697
BGC0002860,Streptomyces sp. CL12-4,terpene,12,0.43567362428842504,0.4935483870967742,0.7502846299810246
BGC0002746,Dendrothele bispora CBS 962.96,RiPP,17,0.45294117647058824,0.49335863377609107,0.5614800759013283
BGC0000664,Streptomyces griseus subsp. griseus NBRC 13350,terpene,7,0.48500948766603413,0.49316888045540797,0.74573055028463
BGC0000469,Streptomyces sp. BC16019,RiPP,13,0.07703984819734344,0.4929791271347249,0.2696394686907021
BGC0002866,Pseudomonas syringae B728a,NRPS,12,0.13130929791271345,0.49240986717267554,0.7736242884250475
BGC0001453,Streptomyces argillaceus,other,6,0.018595825426944972,0.49222011385199244,0.635673624288425
BGC0000233,Streptomyces griseoruber,PKS,32,0.9017077798861479,0.49203036053130933,0.38178368121442124
BGC0000659,Saccharopolyspora erythraea NRRL 2338,terpene,2,0.49753320683111957,0.49184060721062617,0.962618595825427
BGC0000130,Streptomyces vitaminophilus,PKS,35,0.9500948766603416,0.49184060721062617,0.2146110056925996
BGC0000649,Streptomyces griseus subsp. griseus NBRC 13350,terpene,8,0.13130929791271345,0.49146110056925996,0.6333965844402276
BGC0001172,Streptomyces sp. CNH-287,hybrid,26,0.8493358633776091,0.4903225806451613,0.22144212523719164
BGC0000763,Pantoea stewartii subsp. stewartii DC283,other,14,0.04952561669829222,0.4903225806451613,0.6387096774193548
BGC0000083,Streptomyces amphibiosporus,PKS,9,0.8815939278937381,0.489943074003795,0.7208728652751424
BGC0000011,Aspergillus ochraceoroseus,PKS,26,0.3415559772296015,0.4889943074003795,0.015749525616698293
BGC0000683,Streptomyces avermitilis MA-4680 = NBRC 14893,terpene,1,0.18273244781783682,0.48842504743833015,0.9863377609108159
BGC0000271,Streptomyces avermitilis,PKS,12,0.27779886148007593,0.48842504743833015,0.4493358633776091
BGC0000224,Streptomyces griseus,PKS,33,0.755787476280835,0.4882352941176471,0.21062618595825428
BGC0000184,Sorangium cellulosum,PKS,23,0.9692599620493358,0.48804554079696394,0.4774193548387097
BGC0000012,Alternaria solani,PKS,5,0.41954459203036054,0.48804554079696394,0.3734345351043643
BGC0000001,Verrucosispora maris AB-18-032,PKS,29,0.8394686907020873,0.4876660341555977,0.40151802656546487
BGC0001197,Frankia sp. EAN1pec,PKS,14,0.8407969639468691,0.4869070208728653,0.5927893738140417
BGC0000669,Arabidopsis thaliana,terpene,4,0.3368121442125237,0.4869070208728653,0.9115749525616699
BGC0002596,Claviceps purpurea 20.1,PKS,7,0.6918406072106262,0.48671726755218214,0.528842504743833
BGC0001456,Streptomyces argillaceus,terpene,8,0.02922201138519924,0.4861480075901329,0.7301707779886148
BGC0001677,Penicillium roqueforti,PKS,7,0.5392789373814042,0.4846299810246679,0.24592030360531308
BGC0002726,Bipolaris sorokiniana,PKS,20,0.23396584440227702,0.4846299810246679,0.294876660341556
BGC0002385,Streptomyces sp.,PKS,21,0.974573055028463,0.48406072106261855,0.4631878557874763
BGC0000156,Aspergillus niger,PKS,5,0.21480075901328272,0.48368121442125234,0.47495256166982924
BGC0002616,Penicillium roqueforti,PKS,7,0.5396584440227704,0.48368121442125234,0.24364326375711576
BGC0000272,Streptomyces collinus,PKS,7,0.8244781783681214,0.4833017077798861,0.9333965844402277
BGC0001091,Corallococcus coralloides,hybrid,16,0.9415559772296016,0.48273244781783675,0.5208728652751423
BGC0000161,Aspergillus terreus NIH2624,PKS,11,0.25426944971537,0.4821631878557875,0.2981024667931689
BGC0001564,Cuspidothrix issatschenkoi CHARLIE-1,hybrid,11,0.8413662239089184,0.48197343453510433,0.6618595825426945
BGC0002932,Amycolatopsis sp. strain DEM30355,PKS,54,0.8696394686907021,0.4817836812144213,0.1239089184060721
BGC0000645,Halobacillus halophilus DSM 2266,terpene,6,0.2157495256166983,0.4815939278937381,0.9719165085388994
BGC0002081,Streptomyces sp. Tue6314,PKS,19,0.5650853889943074,0.4804554079696395,0.1252371916508539
BGC0001578,Talaromyces stipitatus ATCC 10500,PKS,14,0.6946869070208729,0.4802656546489563,0.20094876660341554
BGC0003049,Streptomyces  peucetius subsp. caesius ATCC 27952,PKS,17,0.8113851992409867,0.47969639468690706,0.05578747628083491
BGC0000003,Alternaria alternata,PKS,6,0.33225806451612905,0.47969639468690706,0.18140417457305502
BGC0002928,Streptomyces sp. MST-91080,PKS,19,0.5313092979127134,0.4795066413662239,0.40512333965844405
BGC0002964,Streptomyces peucetius ATCC 27952,PKS,17,0.8113851992409867,0.4793168880455408,0.05578747628083491
BGC0002625,Desmonostoc muscorum LEGE 12446,hybrid,11,0.8620493358633776,0.4785578747628083,0.5379506641366224
BGC0001183,Streptomyces sp. FXJ7.023,PKS,60,0.8462998102466792,0.47836812144212526,0.32656546489563565
BGC0000050,Streptomyces aculeolatus,PKS,8,0.6836812144212523,0.4777988614800759,0.4834914611005693
BGC0000998,Streptomyces sp. K01-0509,hybrid,26,0.7827324478178368,0.47703984819734346,0.27248576850094874
BGC0000628,Lactobacillus paragasseri JV-V03,RiPP,14,0.9620493358633777,0.47647058823529415,0.7330170777988614
BGC0000218,Streptomyces peucetius,PKS,9,0.9225806451612903,0.476280834914611,0.4812144212523719
BGC0001435,Streptomyces sp. ZJ306,hybrid,25,0.5138519924098671,0.4760910815939279,0.2299810246679317
BGC0002541,Streptomyces sp.,other,59,0.9022770398481974,0.4759013282732448,0.05540796963946869
BGC0000460,Vibrio vulnificus CMCP6,NRPS,16,0.5664136622390892,0.47514231499051235,0.684819734345351
BGC0000966,Actinoalloteichus sp. WH1-2216-6,hybrid,25,0.5436432637571158,0.47457305502846303,0.2132827324478178
BGC0002729,Neurospora crassa OR74A,PKS,10,0.3755218216318785,0.47438330170777987,0.30341555977229606
BGC0001057,Fusarium graminearum,hybrid,11,0.6943074003795067,0.47400379506641366,0.4077798861480076
BGC0002402,Spinacia oleracea,terpene,5,0.16280834914611006,0.47362428842504745,0.9709677419354839
BGC0002244,Neopestalotiopsis clavispora,PKS,19,0.32960151802656545,0.472865275142315,0.1094876660341556
BGC0000121,Pestalotiopsis fici,PKS,16,0.26982922201138515,0.47191650853889944,0.15654648956356737
BGC0000678,Streptomyces avermitilis MA-4680 = NBRC 14893,terpene,13,0.4470588235294118,0.4715370018975332,0.41518026565464894
BGC0002168,Aspergillus stellatus,PKS,13,0.7889943074003796,0.4715370018975332,0.31537001897533207
BGC0001861,Bacillus cereus BAG2O-1,RiPP,9,0.11802656546489564,0.4715370018975332,0.7163187855787476
BGC0001342,Chondromyces crocatus,hybrid,16,0.6493358633776092,0.47134724857685006,0.6254269449715371
BGC0001603,Micromonospora echinospora,other,37,0.5064516129032258,0.47020872865275143,0.18330170777988614
BGC0002293,Streptomyces sp.,NRPS,16,0.8481973434535104,0.4698292220113852,0.4876660341555977
BGC0001866,Byssochlamys spectabilis,PKS,9,0.6375711574952562,0.46963946869070206,0.2958254269449715
BGC0002258,Aspergillus stellatus,PKS,7,0.4652751423149905,0.46888045540796963,0.4436432637571157
BGC0001061,Streptomyces diastatochromogenes,PKS,43,0.432258064516129,0.4686907020872865,0.05161290322580646
BGC0002352,Nocardia terpenica,other,7,0.6667931688804554,0.4686907020872865,0.47855787476280837
BGC0000214,Streptomyces olindensis,PKS,14,0.22979127134724858,0.467741935483871,0.24041745730550285
BGC0001094,Burkholderia ambifaria AMMD,hybrid,24,0.9290322580645161,0.467741935483871,0.6514231499051233
BGC0002507,Chrysosporium merdarium,PKS,6,0.34402277039848195,0.46755218216318783,0.2618595825426945
BGC0002106,Streptomyces rimosus subsp. rimosus NRRL WC-3558,PKS,22,0.8075901328273245,0.4667931688804554,0.04686907020872866
BGC0000856,Methylophaga thalassica,other,4,0.11005692599620494,0.4658444022770398,0.7455407969639469
BGC0001574,Streptomyces thioluteus,NRPS,18,0.6806451612903226,0.4654648956356736,0.44516129032258067
BGC0002913,Kitasatospora cineracea DSM 44781,hybrid,11,0.7197343453510436,0.4650853889943074,0.48007590132827327
BGC0000309,Bacillus subtilis subsp. subtilis str. 168,NRPS,7,0.36755218216318786,0.4650853889943074,0.8707779886148008
BGC0002989,Microbulbifer  sp. MLAF003,NRPS,4,0.7368121442125237,0.4645161290322581,0.723719165085389
BGC0000791,Cronobacter sakazakii,other,13,0.12163187855787476,0.4637571157495256,0.4036053130929791
BGC0002812,Colletotrichum higginsianum IMI 349063,hybrid,4,0.7079696394686907,0.4635673624288425,0.3825426944971537
BGC0001852,Streptomyces sp. NRRL S-378,PKS,42,0.9724857685009487,0.4633776091081594,0.031309297912713474
BGC0001952,Anabaena minutissima UTEX B 1613,NRPS,13,0.6897533206831119,0.4631878557874763,0.28045540796963947
BGC0001036,Streptomyces sp. MK498-98F14,hybrid,37,0.9430740037950665,0.46280834914611,0.359203036053131
BGC0002196,Penicillium crustosum,PKS,10,0.452561669829222,0.4624288425047438,0.31309297912713474
BGC0000776,Escherichia coli,other,11,0.17229601518026566,0.46223908918406076,0.739089184060721
BGC0000461,Lysobacter enzymogenes,NRPS,10,0.7056925996204934,0.4620493358633776,0.642504743833017
BGC0002970,Penicillium  crustosum PRB-2,PKS,3,0.3760910815939279,0.4618595825426945,0.26413662239089186
BGC0002576,Thermoactinomyces sp.,RiPP,1,0.1411764705882353,0.4612903225806452,0.9899430740037951
BGC0001644,Gynuella sunshinyii YC6258,PKS,21,0.9844402277039848,0.461100569259962,0.5485768500948767
BGC0001844,Paraburkholderia rhizoxinica HKI 454,NRPS,2,0.5918406072106261,0.4607210626185958,0.8201138519924098
BGC0000182,Pseudomonas fluorescens,PKS,36,0.9944971537001898,0.46053130929791275,0.6459203036053132
BGC0002359,Streptomyces albus subsp. chlorinus,NRPS,23,0.55426944971537,0.45958254269449716,0.33927893738140413
BGC0001907,Daldinia eschscholzii IFB-TL01,PKS,6,0.4345351043643264,0.45958254269449716,0.44079696394686907
BGC0002572,Nostoc sp. UHCC 0702,hybrid,11,0.8922201138519924,0.459392789373814,0.5823529411764705
BGC0000116,Pseudonocardia autotrophica,PKS,23,0.681404174573055,0.45920303605313095,0.24079696394686906
BGC0001519,Streptomyces aurantiacus JA 4570,hybrid,34,0.893358633776091,0.4590132827324478,0.4607210626185958
BGC0000756,Avibacterium paragallinarum,other,6,0.03984819734345351,0.4590132827324478,0.48804554079696394
BGC0002205,Parastagonospora nodorum SN15,hybrid,9,0.5026565464895636,0.4590132827324478,0.09259962049335864
BGC0000328,Pseudomonas savastanoi pv. glycinea,NRPS,8,0.29316888045540795,0.4586337760910816,0.7707779886148007
BGC0001105,Uncultured bacterium,hybrid,10,0.8952561669829222,0.4586337760910816,0.7768500948766603
BGC0001167,Microcystis aeruginosa PCC 7005,RiPP,12,0.20037950664136622,0.457685009487666,0.667741935483871
BGC0000951,Streptomyces coeruleorubidus,NRPS,22,0.9037950664136623,0.45711574952561673,0.38538899430740037
BGC0000663,Streptomyces coelicolor A3(2),terpene,13,0.9893738140417457,0.45692599620493357,0.6314990512333966
BGC0002532,Anabaena cylindrica PCC 7122,hybrid,20,0.5445920303605314,0.45692599620493357,0.4793168880455408
BGC0000129,Aspergillus fumigatus Af293,PKS,9,0.5891840607210626,0.45654648956356736,0.5563567362428843
BGC0002070,Saccharothrix espanaensis DSM 44229,PKS,23,0.6165085388994307,0.45578747628083494,0.11480075901328272
BGC0002538,Chaetomium olivaceum,PKS,3,0.2335863377609108,0.45521821631878556,0.5187855787476281
BGC0000732,Raoultella planticola,other,17,0.271157495256167,0.45483870967741935,0.10417457305502846
BGC0001833,Burkholderia gladioli,NRPS,1,0.32599620493358633,0.45332068311195445,0.8387096774193548
BGC0000433,Bacillus velezensis FZB42,NRPS,23,0.469449715370019,0.45332068311195445,0.610246679316888
BGC0002049,Nostoc punctiforme PCC 73102,RiPP,6,0.16793168880455409,0.45256166982922197,0.6058823529411765
BGC0000240,Salinispora pacifica,PKS,65,0.39108159392789377,0.4519924098671727,0.04250474383301708
BGC0001998,Aspergillus nidulans FGSC A4,PKS,4,0.33358633776091084,0.4512333965844402,0.37722960151802654
BGC0001109,unidentified unclassified sequences.,hybrid,9,0.8360531309297913,0.4512333965844402,0.6709677419354838
BGC0000373,Streptomyces clavuligerus ATCC 27064,NRPS,13,0.754079696394687,0.45009487666034154,0.4280834914611006
BGC0000788,Salmonella enterica subsp. salamae serovar Greenside,other,19,0.320303605313093,0.44990512333965843,0.5199240986717267
BGC0000647,Rhodobacter sphaeroides,terpene,2,0.3804554079696395,0.4478178368121442,0.9125237191650855
BGC0001144,Trichophyton tonsurans CBS 112818,PKS,5,0.32637571157495254,0.447438330170778,0.283111954459203
BGC0001246,Sarocladium zeae,PKS,6,0.4362428842504744,0.44743833017077794,0.16584440227703984
BGC0001727,Paenibacillus polymyxa E681,RiPP,11,0.3683111954459203,0.4468690702087287,0.6377609108159392
BGC0001851,Streptomyces erythrochromogenes,PKS,41,0.972865275142315,0.4466793168880455,0.028842504743833017
BGC0002167,Aspergillus flavus NRRL3357,NRPS,6,0.5199240986717268,0.4466793168880455,0.5197343453510437
BGC0000977,Aspergillus oryzae,hybrid,7,0.4396584440227704,0.4462998102466793,0.10759013282732448
BGC0000303,Streptomyces refuineus subsp. thermotolerans,NRPS,25,0.601897533206831,0.44573055028463,0.13605313092979127
BGC0001143,Aspergillus niger ATCC 1015,PKS,15,0.5855787476280835,0.4455407969639469,0.24516129032258066
BGC0001119,Streptomyces sp. HKI0576,PKS,29,0.5664136622390892,0.4436432637571157,0.0905123339658444
BGC0000960,Streptomyces sahachiroi,hybrid,47,0.7379506641366224,0.4432637571157495,0.14364326375711572
BGC0000760,Acinetobacter venetianus RAG-1 = CIP 110063,other,22,0.5083491461100569,0.4432637571157495,0.6020872865275142
BGC0000448,Streptomyces achromogenes,NRPS,17,0.6303605313092979,0.4425047438330171,0.393168880455408
BGC0000594,Planktothrix agardhii NIVA-CYA 126/8,RiPP,8,0.38178368121442124,0.44212523719165087,0.6330170777988615
BGC0001157,Streptomyces scabiei 87.22,RiPP,13,0.9760910815939279,0.44212523719165087,0.2413662239089184
BGC0000972,Escherichia coli,hybrid,23,0.8297912713472486,0.44212523719165087,0.7810246679316888
BGC0002878,  Thermomonospora curvata DSM43183,RiPP,5,0.15578747628083492,0.4415559772296015,0.7212523719165085
BGC0002270,Metarhizium robertsii ARSEF 23,hybrid,14,0.5212523719165085,0.4411764705882353,0.5464895635673623
BGC0000266,Streptomyces collinus,PKS,25,0.5248576850094877,0.4409867172675522,0.09962049335863377
BGC0003126,Aspergillus niger CBS 513.88,PKS,5,0.17362428842504743,0.44060721062618596,0.20417457305502845
BGC0000133,Amycolatopsis orientalis,PKS,36,0.7952561669829222,0.4406072106261859,0.33244781783681215
BGC0002220,Punctularia strigosozonata HHB-11173 SS5,terpene,13,0.7130929791271348,0.44041745730550286,0.5140417457305503
BGC0001301,Streptomyces sp. T676,PKS,9,0.9516129032258065,0.44041745730550286,0.8423149905123339
BGC0001062,Micromonospora echinospora subsp. challisensis,PKS,30,0.751043643263757,0.44022770398481975,0.3172675521821632
BGC0000110,Streptomyces orinoci,PKS,11,0.7277039848197344,0.43927893738140417,0.45370018975332066
BGC0001235,Polyangium spumosum,hybrid,11,0.7398481973434534,0.43908918406072106,0.522011385199241
BGC0001652,Streptomyces sp. ICBB 8177,NRPS,18,0.576280834914611,0.43833017077798864,0.2840607210626186
BGC0001695,Streptomyces conglobatus,NRPS,17,0.6950664136622391,0.4375711574952562,0.4700189753320683
BGC0000790,Escherichia coli,other,12,0.047628083491461096,0.4375711574952562,0.5876660341555977
BGC0000343,Pseudomonas sp. J465,NRPS,4,0.2495256166982922,0.43757115749525616,0.8624288425047438
BGC0001552,Streptomyces avermitilis MA-4680 = NBRC 14893,RiPP,4,0.10208728652751423,0.4371916508538899,0.5789373814041746
BGC0002606,Aspergillus niger,hybrid,5,0.566034155597723,0.4368121442125237,0.32827324478178366
BGC0002570,Pseudomonas syringae pv. tomato str. DC3000,hybrid,12,0.7721062618595825,0.43643263757115747,0.7855787476280836
BGC0001749,Pyricularia oryzae 70-15,PKS,17,0.3647058823529412,0.43643263757115747,0.42030360531309297
BGC0001818,Streptomyces sp. SANK 60404,NRPS,46,0.7413662239089185,0.43605313092979125,0.16717267552182163
BGC0000226,Streptomyces griseoflavus,PKS,27,0.6222011385199241,0.43605313092979125,0.15294117647058825
BGC0002420,Variovorax paradoxus S110,hybrid,17,0.6795066413662239,0.4358633776091082,0.36527514231499053
BGC0000611,Streptomyces sioyaensis,RiPP,27,0.29487666034155596,0.43434535104364325,0.30512333965844407
BGC0000468,Streptomyces bottropensis DSM40262,RiPP,13,0.06148007590132827,0.43415559772296014,0.23263757115749525
BGC0002255,Ascomycota sp. F53,PKS,8,0.48975332068311195,0.43396584440227703,0.3024667931688805
BGC0001638,Klebsiella pneumoniae subsp. ozaenae,RiPP,5,0.021821631878557873,0.43377609108159393,0.8383301707779887
BGC0000637,Corynebacterium glutamicum,terpene,8,0.4812144212523719,0.43339658444022766,0.9476280834914611
BGC0000787,Escherichia coli,other,13,0.33282732447817837,0.43301707779886145,0.4798861480075901
BGC0001254,Alternaria alternata,PKS,1,0.38330170777988615,0.43301707779886145,0.3870967741935484
BGC0002749,Aspergillus candidus,hybrid,4,0.38462998102466794,0.43263757115749524,0.7447817836812144
BGC0001553,Streptomyces sp. JV178,hybrid,10,0.4844402277039848,0.432258064516129,0.3277039848197344
BGC0002011,Amycolatopsis alba DSM 44262,PKS,69,0.9760910815939279,0.4316888045540797,0.18804554079696395
BGC0001740,Streptomyces avermitilis,hybrid,43,0.9495256166982922,0.43168880455407965,0.3812144212523719
BGC0002430,Streptomyces kanamyceticus,NRPS,68,0.8633776091081594,0.4307400379506641,0.2996204933586338
BGC0001877,Streptomyces sp. ISID311,PKS,72,0.9705882352941176,0.4297912713472486,0.0222011385199241
BGC0000600,Bacillus thuringiensis,RiPP,10,0.4381404174573055,0.4297912713472486,0.7500948766603415
BGC0001181,Streptomyces coelicolor A3(2),terpene,1,0.07495256166982922,0.42960151802656543,0.9958254269449716
BGC0001019,Sorangium cellulosum,hybrid,11,0.8971537001897534,0.4294117647058824,0.6094876660341556
BGC0002862,Streptomyces sp. ,PKS,33,0.7039848197343453,0.4286527514231499,0.03415559772296015
BGC0001070,Streptomyces collinus Tu 365,hybrid,26,0.9573055028462998,0.4284629981024668,0.423719165085389
BGC0000090,Actinosynnema pretiosum subsp. pretiosum,PKS,23,0.7015180265654649,0.4284629981024668,0.29449715370018975
BGC0001512,Streptomyces sp.,PKS,20,0.7314990512333965,0.4282732447817837,0.3049335863377609
BGC0001187,Glarea lozoyensis,hybrid,2,0.523719165085389,0.4282732447817837,0.5098671726755218
BGC0001386,Streptomyces sp. RI-77,PKS,25,0.5958254269449715,0.4277039848197344,0.10417457305502847
BGC0000247,Streptomyces argillaceus,PKS,35,0.8003795066413663,0.4275142314990512,0.0428842504743833
BGC0002646,Aspergillus hancockii,PKS,6,0.2666034155597723,0.42732447817836816,0.27457305502846296
BGC0001824,Xenorhabdus beddingii,NRPS,6,0.5550284629981025,0.4263757115749526,0.8307400379506642
BGC0000222,Streptomyces sp. TA-0256,PKS,46,0.8641366223908918,0.425426944971537,0.06584440227703985
BGC0000470,Streptomyces sp. WMMB272,RiPP,11,0.8641366223908918,0.4252371916508539,0.5018975332068312
BGC0002635,Actinokineospora diospyrosa,RiPP,6,0.0889943074003795,0.4250474383301708,0.774573055028463
BGC0001194,Streptomyces scabrisporus,PKS,22,0.9927893738140418,0.4248576850094877,0.058254269449715367
BGC0001477,Streptomyces sp. ID38640,hybrid,25,0.910246679316888,0.42447817836812146,0.1428842504743833
BGC0000200,uncultured bacterium,PKS,35,0.6808349146110058,0.4239089184060721,0.10872865275142315
BGC0000057,Aspergillus nidulans FGSC A4,PKS,10,0.5922201138519925,0.423719165085389,0.3781783681214421
BGC0000778,Aeromonas piscicola,other,7,0.035483870967741936,0.42333965844402277,0.8434535104364327
BGC0000731,Klebsiella pneumoniae,other,15,0.3337760910815939,0.42314990512333966,0.048197343453510434
BGC0002605,Aspergillus carbonarius,hybrid,5,0.566223908918406,0.42296015180265656,0.522011385199241
BGC0002305,Streptomyces sp.,other,6,0.15085388994307403,0.42296015180265656,0.604933586337761
BGC0000730,Klebsiella pneumoniae,other,15,0.3337760910815939,0.4227703984819734,0.04838709677419355
BGC0001449,Thermothelomyces thermophilus,hybrid,13,0.5647058823529412,0.4222011385199241,0.3242884250474383
BGC0000064,Fusarium verticillioides,hybrid,1,0.2299810246679317,0.42144212523719166,0.27533206831119544
BGC0001694,Streptomyces koyangensis,PKS,32,0.5908918406072106,0.41992409867172675,0.17286527514231498
BGC0001826,Xenorhabdus sp. KJ12.1,NRPS,9,0.650853889943074,0.41992409867172675,0.737381404174573
BGC0001785,Streptomyces spectabilis,PKS,41,0.8986717267552182,0.41992409867172675,0.06869070208728653
BGC0002735,Streptomyces incarnatus,hybrid,20,0.9444022770398481,0.4197343453510436,0.376280834914611
BGC0000158,Streptomyces griseochromogenes,PKS,21,0.8743833017077799,0.41916508538899433,0.0935483870967742
BGC0000039,Penicillium citrinum,PKS,9,0.7273244781783681,0.4187855787476281,0.1077798861480076
BGC0000670,Arabidopsis thaliana,terpene,6,0.4284629981024668,0.41840607210626185,0.8895635673624289
BGC0001297,Streptomyces calvus,NRPS,40,0.7111954459203036,0.41783681214421253,0.14497153700189752
BGC0003007,Planktothrix agardhii NIES-205,NRPS,5,0.3574952561669829,0.41783681214421253,0.3022770398481973
BGC0000145,Salinispora tropica,hybrid,21,0.41878557874762806,0.4176470588235294,0.35294117647058826
BGC0001507,Streptomyces olindensis,RiPP,4,0.04611005692599621,0.4166982922201139,0.5624288425047439
BGC0001622,Streptomyces sp.,PKS,21,0.4990512333965844,0.41669829222011384,0.08462998102466793
BGC0002107,Agrobacterium fabrum str. C58,hybrid,27,0.745920303605313,0.41555977229601515,0.8062618595825427
BGC0002191,Fusarium graminearum PH-1,PKS,1,0.32998102466793167,0.41537001897533204,0.48500948766603413
BGC0000101,Aspergillus nidulans FGSC A4,PKS,12,0.46185958254269455,0.41518026565464894,0.18861480075901327
BGC0001502,Aeromonas hydrophila subsp. hydrophila ATCC 7966,NRPS,7,0.684819734345351,0.41518026565464894,0.684819734345351
BGC0000465,Xenorhabdus nematophila ATCC 19061,NRPS,2,0.5180265654648957,0.41499051233396583,0.6963946869070208
BGC0000147,Sorangium cellulosum,PKS,13,0.9011385199240987,0.4144212523719165,0.5508538899430739
BGC0002926,Pseudomonas fluorescens strain MYb115,PKS,2,0.3392789373814042,0.41423149905123335,0.9307400379506641
BGC0000234,Streptomyces venezuelae ATCC 10712,PKS,7,0.7544592030360531,0.4140417457305503,0.8777988614800759
BGC0001415,Serratia marcescens subsp. marcescens Db11,hybrid,8,0.8409867172675523,0.4140417457305503,0.7736242884250475
BGC0001433,Streptomyces argillaceus,PKS,37,0.9151802656546489,0.41347248576850093,0.09886148007590133
BGC0001541,Cercospora beticola,PKS,16,0.34060721062618593,0.41347248576850093,0.22485768500948766
BGC0002583,Streptococcus mutans UA159,RiPP,5,0.10284629981024668,0.4132827324478179,0.6580645161290322
BGC0001452,Streptomyces sp. CS149,PKS,36,0.927324478178368,0.4130929791271347,0.0316888045540797
BGC0001000,Lyngbya majuscula,hybrid,8,0.6791271347248578,0.4129032258064516,0.6992409867172675
BGC0002417,Variovorax paradoxus B4,hybrid,20,0.6743833017077798,0.4127134724857685,0.42258064516129035
BGC0000219,Streptomyces olivaceus,PKS,25,0.6629981024667931,0.41252371916508535,0.12656546489563567
BGC0002688,Planobispora rosea,NRPS,13,0.5451612903225806,0.4123339658444023,0.5489563567362429
BGC0001455,Streptomyces argillaceus,hybrid,16,0.6377609108159392,0.4123339658444023,0.31954459203036056
BGC0001709,Streptomyces albulus,PKS,19,0.6660341555977229,0.4111954459203036,0.41347248576850093
BGC0002046,Gynuella sunshinyii YC6258,hybrid,21,0.9462998102466793,0.41081593927893734,0.6573055028462997
BGC0000684,Aspergillus nidulans FGSC A4,PKS,7,0.322011385199241,0.4104364326375711,0.37153700189753325
BGC0000685,Alternaria brassicicola ATCC 96836,terpene,9,0.05540796963946869,0.4104364326375711,0.8001897533206831
BGC0002503,Chitinimonas sp.,hybrid,12,0.7844402277039848,0.4102466793168881,0.7447817836812145
BGC0002188,Fusarium pseudograminearum CS3096,hybrid,7,0.7009487666034155,0.4092979127134725,0.7387096774193549
BGC0002689,Stenotrophomonas maltophilia K279a,NRPS,19,0.9975332068311196,0.4091081593927894,0.7039848197343453
BGC0000345,Streptomyces hygroscopicus,hybrid,14,0.527134724857685,0.4089184060721063,0.45275142314990513
BGC0001845,Streptomyces sp. CBMAI 2042,hybrid,9,0.9905123339658444,0.4089184060721063,0.498292220113852
BGC0001345,Stigmatella aurantiaca Sg a15,NRPS,12,0.27703984819734345,0.4089184060721063,0.7115749525616698
BGC0002592,Aspergillus terreus NIH2624,PKS,12,0.2430740037950664,0.4081593927893738,0.19468690702087288
BGC0001264,Phoma betae,PKS,8,0.5618595825426945,0.4081593927893738,0.2428842504743833
BGC0001806,Pseudomonas tolaasii,NRPS,3,0.7639468690702087,0.4077798861480076,0.3827324478178368
BGC0000854,Methylomicrobium alcaliphilum 20Z,other,6,0.1409867172675522,0.4075901328273245,0.6821631878557874
BGC0001615,Heteroscytonema crispum UCFS10,NRPS,7,0.31821631878557877,0.4074003795066413,0.6087286527514232
BGC0001283,Streptomyces lividans 1326,PKS,25,0.644212523719165,0.40721062618595827,0.5692599620493359
BGC0000757,Avibacterium paragallinarum,other,5,0.039089184060721066,0.40721062618595827,0.481404174573055
BGC0000046,Alternaria brassicicola,PKS,6,0.5096774193548388,0.40683111954459206,0.2743833017077799
BGC0000210,Streptomyces griseus subsp. griseus,PKS,36,0.7806451612903226,0.4066413662239089,0.049525616698292224
BGC0001268,Fusarium fujikuroi,hybrid,1,0.24041745730550285,0.40645161290322585,0.25161290322580643
BGC0002713,Photorhabdus laumondii subsp. laumondii,NRPS,42,0.9368121442125237,0.4060721062618596,0.6256166982922201
BGC0002451,Streptomyces sp.,PKS,11,0.9246679316888046,0.4053130929791271,0.4760910815939279
BGC0001394,Myxococcus stipitatus DSM 14675,hybrid,12,0.9277039848197344,0.40474383301707784,0.2394686907020873
BGC0002165,Parastagonospora nodorum SN15,PKS,7,0.510246679316888,0.40398481973434536,0.17191650853889945
BGC0002171,Aspergillus niger ATCC 1015,hybrid,2,0.23377609108159392,0.40303605313092983,0.759203036053131
BGC0002411,Rivularia sp. PCC 7116,hybrid,11,0.9280834914611006,0.4030360531309298,0.708349146110057
BGC0001999,Paraburkholderia graminis C4D1M,NRPS,15,0.7652751423149905,0.40284629981024667,0.5368121442125238
