rank,bgc_id,organism,biosynth_class,novelty,knn_mean_dist,nearest_dist,nearest_mibig,neighbor_class,compounds,n_genes
1180,BGC0000022,Aspergillus nidulans FGSC A4,PKS,0.574248460702644,3.647354793548584,2.35809326171875,BGC0002139,PKS,asperfuranone,11
1181,BGC0000983,Aspergillus clavatus NRRL 1,hybrid,0.5740673668960522,3.495184326171875,2.661389112472534,BGC0002197,hybrid,cytochalasin E;cytochalasin K,13
1182,BGC0002126,Lysobacter sp. K5869,NRPS,0.5738862730894604,3.6475449085235594,2.3305439949035645,BGC0003025,NRPS,hypeptin,7
1183,BGC0000355,Aspergillus fumigatus Af293,NRPS,0.5737051792828686,3.670880365371704,3.172780990600586,BGC0001399,NRPS,fumiquinazoline A;fumiquinazoline C;fumiquinazoline D,5
1184,BGC0001728,Paenibacillus polymyxa E681,hybrid,0.5731618978630931,3.761600637435913,3.4654905796051025,BGC0002326,NRPS,paenilipoheptin,26
1185,BGC0001605,Sinorhizobium fredii NGR234,terpene,0.5717131474103586,3.522553491592407,2.2941484451293945,BGC0000845,other,gibberellin,8
1186,BGC0001075,Rhodococcus erythropolis,hybrid,0.5715320536037667,3.729071855545044,3.2987442016601562,BGC0001891,other,aurachin RE,11
1187,BGC0002186,Fusarium graminearum PH-1,hybrid,0.5711698659905831,3.746371603012085,3.555213212966919,BGC0000430,hybrid,fusaristatin A,5
1188,BGC0002383,Streptomyces sp. SN-593,PKS,0.5709887721839914,3.640379238128662,3.1869988441467285,BGC0002313,other,kinanthraquinone B;kinanthraquinone,27
1189,BGC0002660,Chitinophaga eiseniae,NRPS,0.5704454907642158,3.7998754024505614,3.7127766609191895,BGC0002135,NRPS,pentacitidin A;pentacitidin B,5
1190,BGC0002495,Photorhabdus luminescens,NRPS,0.5702643969576241,3.5940091609954834,2.7039546966552734,BGC0000401,NRPS,photobactin,12
1191,BGC0002259,Cordyceps militaris CM01,hybrid,0.570264396957624,3.775430202484131,3.6808550357818604,BGC0001748,hybrid,beauveriolide I;beauveriolide III,4
1192,BGC0002918,Pseudomonas cow5 ,NRPS,0.570264396957624,3.221933650970459,1.2081186771392822,BGC0002779,NRPS,cocoyamide A,8
1193,BGC0000077,Hypomyces subiculosus,PKS,0.5700833031510322,3.34201622903347,0.1278405636548996,BGC0000076,PKS,hypothemycin,10
1194,BGC0002623,Microcystis aeruginosa LEGE 91341,hybrid,0.5691778341180731,3.724367952346802,3.433850049972534,BGC0003069,NRPS,microginin 755;microginin 721;microginin 773;microginin 739;microginin 705;microginin 803;microginin 769;microginin 735;microginin 626;microginin 592,7
1195,BGC0000076,Hypomyces subiculosus,PKS,0.5689967403114813,3.3320304960012437,0.1278405636548996,BGC0000077,PKS,hypothemycin,9
1196,BGC0000624,Lactobacillus salivarius,RiPP,0.5688156465048895,3.336574023962021,0.4181985557079315,BGC0000547,RiPP,salivaricin CRL1328 α peptide;salivaricin CRL1328 β peptide,12
1197,BGC0001504,Amycolatopsis sp. AA4,PKS,0.568453458891706,3.522718334197998,2.769397258758545,BGC0002234,PKS,amycomicin,8
1198,BGC0000467,Yersinia enterocolitica,NRPS,0.568453458891706,3.6216885089874267,3.2579071521759033,BGC0000345,hybrid,yersiniabactin,4
1199,BGC0003108,Leptobacillium sp. CF-236968,hybrid,0.568272365085114,3.473711538314819,2.4105875492095947,BGC0001976,terpene,pycnidione,11
1200,BGC0002996,Penicillium palitans NRRL 2033,NRPS,0.5680912712785222,3.680762004852295,3.529648780822754,BGC0001249,NRPS,viridicatol;viridicatin;Cyclopenol,4
1201,BGC0001796,Brevibacillus laterosporus DSM 25,NRPS,0.5680912712785222,3.671235370635986,3.212460994720459,BGC0002465,NRPS,tauramamide,22
1202,BGC0002177,Ustilaginoidea virens,PKS,0.5677290836653386,3.68762469291687,3.5119357109069824,BGC0001906,PKS,ustilaginoidin N;ustilaginoidin O;ustilaginoidin M;ustilaginoidin A;ustilaginoidin F;ustilaginoidin E;ustilaginoidin D;ustilaginoidin G,13
1203,BGC0000820,Streptomyces griseofuscus,other,0.5671858022455631,3.6848784923553466,3.1952767372131348,BGC0002909,RiPP,physostigmine,8
1204,BGC0001047,Pseudomonas syringae,hybrid,0.5668236146323796,3.590726900100708,2.5649659633636475,BGC0000997,hybrid,syringolin A,7
1205,BGC0001657,Lysobacter sp. RH2180-5,NRPS,0.5668236146323795,3.6226613521575928,2.5983691215515137,BGC0001207,NRPS,lysocin,21
1206,BGC0002479,Streptomyces miharaensis,hybrid,0.5666425208257877,3.771665573120117,3.744140148162842,BGC0000236,PKS,miharamycin B;miharamycin A,28
1207,BGC0002688,Planobispora rosea,NRPS,0.5664614270191959,3.7139805793762206,3.4541995525360107,BGC0002414,NRPS,benarthin;dibenarthin,13
1208,BGC0000966,Actinoalloteichus sp. WH1-2216-6,hybrid,0.5653748641796451,3.5552622795104982,2.893934726715088,BGC0000294,NRPS,caerulomycin A,25
1209,BGC0000940,Streptomyces coelicolor A3(2),other,0.5644693951466859,3.6125607967376707,3.0816383361816406,BGC0001123,NRPS,desferrioxamin B;desferrioxamine E,6
1210,BGC0000063,Fusarium oxysporum,PKS,0.5639261137269105,3.3221482038497925,0.32547128200531006,BGC0000062,PKS,hydroxyl-Fumonisin C1;Fumonisin C1;Fumonisin C2;Fumonisin C3;Fumonisin B1,17
1211,BGC0000698,Streptomyces hygroscopicus,other,0.5639261137269105,3.5687905311584474,3.1507294178009033,BGC0001150,PKS,hygromycin A,29
1212,BGC0002532,Anabaena cylindrica PCC 7122,hybrid,0.5635639261137269,3.633872556686401,3.0907530784606934,BGC0003069,NRPS,anachelin,20
1213,BGC0001437,Pseudomonas fluorescens,NRPS,0.5630206446939514,3.5433735847473145,2.7091429233551025,BGC0000401,NRPS,obafluorin,14
1214,BGC0000547,Streptococcus salivarius,RiPP,0.5622962694675842,3.262200969457626,0.4181985557079315,BGC0000624,RiPP,salivaricin 9,11
1215,BGC0001771,Streptomyces sclerotialus,NRPS,0.5622962694675842,3.6922421932220457,3.638392925262451,BGC0002415,NRPS,scleric acid,17
1216,BGC0002718,Actinomadura sp. RB99,NRPS,0.5622962694675842,3.5998180389404295,3.0187673568725586,BGC0001721,NRPS,madurastatin A2;madurastatin E1;madurastatin F;madurastatin G1;madurastatin A1,17
1217,BGC0001945,Myxococcus sp.,NRPS,0.5621151756609923,3.6168470859527586,3.4121053218841553,BGC0001791,NRPS,chloromyxamide,29
1218,BGC0001972,Streptomyces hiroshimensis,other,0.5621151756609923,3.616115140914917,3.1256611347198486,BGC0000700,other,toxoflavin;fervenulin,28
1219,BGC0001567,Streptomyces lincolnensis,NRPS,0.5617529880478087,3.5804620742797852,2.7838776111602783,BGC0002465,NRPS,cysteoamide,11
1220,BGC0000910,Streptomyces coelicolor A3(2),other,0.5613908004346251,3.452415180206299,2.946632146835327,BGC0001123,NRPS,melanin,2
1221,BGC0001621,Aspergillus flavus NRRL3357,NRPS,0.5610286128214415,3.622620630264282,3.273066997528076,BGC0000293,NRPS,imizoquin A;imizoquin B;imizoquin C;imizoquin D;TMC-2A;TMC-2B,10
1222,BGC0003163,Periglandula ipomoeae IasaF13,terpene,0.560485331401666,3.362968015670776,1.910264492034912,BGC0001776,terpene,Paspaline;Paspaline B;Paxilline;Terpendole E;Terpendole I;Terpendole J;Terpendole C;Terpendole K;Terpendole M;Terpendole N,9
1223,BGC0001133,Xenorhabdus bovienii SS-2004,NRPS,0.560485331401666,3.421454906463623,3.1916134357452393,BGC0003025,NRPS,taxlllaid A,2
1224,BGC0001677,Penicillium roqueforti,PKS,0.5603042375950742,3.234833315175274,8.717981472727843e-06,BGC0002616,PKS,mycophenolic acid,7
1225,BGC0002616,Penicillium roqueforti,PKS,0.5599420499818906,3.234833315175274,8.717981472727843e-06,BGC0001677,PKS,mycophenolic acid,7
1226,BGC0000062,Fusarium verticillioides,PKS,0.5595798623687069,3.280173325538635,0.32547128200531006,BGC0000063,PKS,Fumonisin B1;Fumonisin B2;Fumonisin B3,16
1227,BGC0001586,Pseudomonas stutzeri,other,0.5595798623687069,3.58790864944458,2.9037892818450928,BGC0002130,RiPP,EPS273,16
1228,BGC0000627,Aspergillus flavus NRRL3357,RiPP,0.5595798623687069,3.6609447479248045,3.623750925064087,BGC0000604,RiPP,ustiloxin B,19
1229,BGC0002695,Bacillus sp. WMMC1349,NRPS,0.5583122057225642,3.4435210704803465,2.9445135593414307,BGC0000454,NRPS,bacillibactin;bacillibactin E;bacillibactin F,10
1230,BGC0000956,Pantoea agglomerans,hybrid,0.5577689243027888,3.605045795440674,3.4588401317596436,BGC0001983,other,andrimid,21
1231,BGC0000290,Streptomyces toyocaensis,NRPS,0.5559579862368706,3.2708530902862547,1.5276541709899902,BGC0001955,NRPS,A-47934,34
1232,BGC0000957,Streptomyces sp. XZQH13,hybrid,0.5559579862368706,3.5751161098480226,3.429175853729248,BGC0002414,NRPS,mycotrienin I,26
1233,BGC0001214,Streptomyces drozdowiczii,NRPS,0.5554147048170952,3.4050013542175295,2.9263041019439697,BGC0002512,NRPS,marformycin A;marformycin B;marformycin C;marformycin D;marformycin E;marformycin F,24
1234,BGC0000407,Bacillus subtilis subsp. subtilis,NRPS,0.5528793915248098,3.428564167022705,3.1947736740112305,BGC0001127,NRPS,plipastatin,13
1235,BGC0001600,Fusarium graminearum,PKS,0.5525172039116262,3.447062921524048,3.0891458988189697,BGC0002745,PKS,fusarielin H,8
1236,BGC0001769,Streptomyces sp.,PKS,0.5525172039116262,3.259570896625519,0.7808247208595276,BGC0000229,PKS,saquayamycin A,40
1237,BGC0001741,Phyllosticta cirsii,hybrid,0.5521550162984425,3.2988210678100587,2.9403553009033203,BGC0002261,PKS,phyllostictine A;phyllostictine B,10
1238,BGC0002928,Streptomyces sp. MST-91080,PKS,0.5519739224918507,3.3649101734161375,2.9348220825195312,BGC0000066,PKS,resorculin A;resoculin B,19
1239,BGC0001518,Aspergillus oryzae RIB40,terpene,0.5517928286852589,3.4144032478332518,2.3279201984405518,BGC0002276,NRPS,astellolide A,10
1240,BGC0002035,Neonectria sp. DH2,hybrid,0.5517928286852589,3.494935321807861,3.139110565185547,BGC0002505,hybrid,ilicicolin H;ilicicolin J;8-epi-ilicicolin H,5
1241,BGC0001712,Aspergillus steynii IBT 23096,other,0.5514306410720753,3.467116928100586,3.261934995651245,BGC0002348,NRPS,ochrindole A,17
1242,BGC0001390,Stachybotrys bisbyi,hybrid,0.5514306410720753,3.4932523727416993,3.2402749061584473,BGC0001720,PKS,LL-Z1272beta,3
1243,BGC0000714,Micromonospora inyonensis,other,0.5505251720391162,3.225793409347534,2.1610050201416016,BGC0001603,other,sisomicin,37
1244,BGC0002273,Aspergillus terreus NIH2624,NRPS,0.5499818906193408,3.4921127796173095,3.407153606414795,BGC0000611,RiPP,butyrolactone III;butyrolactone I,19
1245,BGC0000217,Streptomyces sp.,PKS,0.5494386091995653,3.4811235427856446,3.2592051029205322,BGC0001002,hybrid,daunorubicin,9
1246,BGC0001150,Streptomyces alboniger,PKS,0.5492575153929735,3.42878794670105,3.1507294178009033,BGC0000698,other,pamamycin-607;pamamycin-621A;pamamycin-635G;pamamycin-663A;homopamamycin-677A;pamamycin-649B,20
1247,BGC0003164,Streptomyces  fd1-xmd,NRPS,0.5488953277797899,3.345898389816284,2.620300531387329,BGC0002264,NRPS,streptothricin F,19
1248,BGC0002130,Streptomyces cacaoi CA-170360,RiPP,0.5483520463600144,3.3638731479644775,2.9037892818450928,BGC0001586,other,cacaoidin,27
1249,BGC0002066,Trichoderma harzianum,hybrid,0.5483520463600144,3.3715266227722167,2.4504899978637695,BGC0002205,hybrid,harzianopyridone,10
1250,BGC0000345,Streptomyces hygroscopicus,hybrid,0.5481709525534226,3.394549608230591,3.2579071521759033,BGC0000467,NRPS,eponemycin,14
1251,BGC0000266,Streptomyces collinus,PKS,0.5470843897138717,3.348669195175171,2.7028744220733643,BGC0002047,PKS,collinomycin,25
1252,BGC0001776,Penicillium janthinellum,terpene,0.5461789206809127,3.1633493900299072,1.910264492034912,BGC0003163,terpene,shearinine D,22
1253,BGC0002238,Aspergillus oryzae RIB40,PKS,0.5459978268743209,3.4827701568603517,3.4581286907196045,BGC0001483,other,"2,4'-dihydroxy-3'-methoxypropiophenone",3
1254,BGC0000636,Brevibacterium linens,terpene,0.5459978268743209,3.2745923042297362,2.6236419677734375,BGC0000643,terpene,carotenoid,14
1255,BGC0000996,Streptomyces sp. SPB78,hybrid,0.5456356392611372,3.468678045272827,3.4034111499786377,BGC0002365,PKS,frontalamide B;frontalamide A,7
1256,BGC0002872,Curvularia lunata ATCC 74067,PKS,0.5454545454545454,3.375824213027954,3.196798801422119,BGC0002222,PKS,Zaragozic acid A;L-731.120,16
1257,BGC0002435,Micromonospora haikouensis,other,0.5452734516479536,3.054134178161621,2.3482935428619385,BGC0001490,other,coformycin;aristeromycin,24
1258,BGC0000836,Escherichia coli CFT073,other,0.5452734516479536,3.3039682388305662,2.7553539276123047,BGC0000283,other,APE Ec,19
1259,BGC0002139,Aspergillus burnettii FRR 5400,PKS,0.5447301702281782,3.306569290161133,2.35809326171875,BGC0000022,PKS,burnettiene A;preburnettiene B;preburnettiene A,8
1260,BGC0001187,Glarea lozoyensis,hybrid,0.5441868888084027,3.3952392578125,3.195568323135376,BGC0001553,hybrid,xenolozoyenone,2
1261,BGC0002270,Metarhizium robertsii ARSEF 23,hybrid,0.5436436073886273,3.424347925186157,3.3029844760894775,BGC0001616,hybrid,swainsonine,14
1262,BGC0002212,Moniliophthora roreri MCA 2997,PKS,0.5434625135820355,3.400626039505005,3.2469141483306885,BGC0002214,PKS,Orsellinic acid,7
1263,BGC0000346,Goodfellowiella coeruleoviolacea,hybrid,0.5431003259688518,3.287930393218994,2.8308823108673096,BGC0002661,NRPS,epoxomicin,8
1264,BGC0001251,Epichloe festucae,NRPS,0.5420137631293009,3.3427892208099363,3.140132188796997,BGC0001527,other,epichloenin A,1
1265,BGC0000229,Streptomyces lusitanus,PKS,0.5418326693227091,3.142852747440338,0.7808247208595276,BGC0001769,PKS,grincamycin,34
1266,BGC0001873,Xenorhabdus szentirmaii DSM 16338,NRPS,0.5416515755161173,3.1906238555908204,2.413653612136841,BGC0001668,NRPS,pyrrolizixenamide A,2
1267,BGC0001266,Cladonia grayi,PKS,0.5414704817095255,3.176193284988403,2.759047031402588,BGC0001906,PKS,grayanic acid,3
1268,BGC0000845,Streptomyces clavuligerus ATCC 27064,other,0.54092720028975,3.2692566871643067,2.2941484451293945,BGC0001605,terpene,clavulanic acid,24
1269,BGC0002475,Pseudomonas protegens,NRPS,0.5407461064831582,3.101903963088989,2.4019105434417725,BGC0000294,NRPS,enantio-pyochelin,10
1270,BGC0001329,Streptomyces lilacinus,hybrid,0.5407461064831582,3.298741579055786,2.6927144527435303,BGC0001726,hybrid,rakicidin D,19
1271,BGC0001575,Ruminococcus sp. 5_1_39BFAA,NRPS,0.5403839188699746,3.4274941444396974,3.3914670944213867,BGC0000308,NRPS,PZN5;PZN6;PZN7;PZN9;PZN10;PZN11,19
1272,BGC0002047,Nocardia brasiliensis,PKS,0.5403839188699746,3.13104190826416,2.4892001152038574,BGC0000231,PKS,brasiliquinone A;brasiliquinone B,14
1273,BGC0001514,Streptomyces citricolor,other,0.540021731256791,3.1304457902908327,1.706891417503357,BGC0002039,other,aristeromycin,33
1274,BGC0000368,Streptomyces sp. ATCC 700974,NRPS,0.540021731256791,3.3777536869049074,3.076209783554077,BGC0000293,NRPS,griseobactin,13
1275,BGC0002582,Streptomyces chrestomyceticus,NRPS,0.540021731256791,3.3062307834625244,3.00325608253479,BGC0001084,hybrid,guanipiperazine A;guanipiperazine B,5
1276,BGC0002167,Aspergillus flavus NRRL3357,NRPS,0.5398406374501992,3.2558773517608643,3.048084020614624,BGC0000120,PKS,"actinopolymorphol C;morpholine containing hemiacetal piperazine compound;piperazine compound 2;piperazine compound 1;3-(p-hydroxyphenyl)-1,2-propanediol;N,N-dioxide containing derivate;O-sulfonated actinopolymorphol C;C-3 sulfonylated derivative",6
1277,BGC0000154,Talaromyces stipitatus ATCC 10500,PKS,0.5391162622238319,3.166133451461792,2.3290421962738037,BGC0001976,terpene,stipitatic acid,14
1278,BGC0000465,Xenorhabdus nematophila ATCC 19061,NRPS,0.5391162622238319,3.254112482070923,2.582667827606201,BGC0003047,NRPS,xenortide A;xenortide B;xenortide C;xenortide D,2
1279,BGC0000363,Mycobacteroides chelonae,NRPS,0.5389351684172401,2.9645754655008205,0.0003718534135259688,BGC0000364,NRPS,glycopeptidolipid,19
1280,BGC0000364,Mycobacteroides abscessus,NRPS,0.5385729808040565,2.9645585377817043,0.0003718534135259688,BGC0000363,NRPS,glycopeptidolipid,19
1281,BGC0002906,Arabidopsis thaliana ,terpene,0.5385729808040565,3.403119945526123,3.317161798477173,BGC0001720,PKS,arabidiol;baruol,22
1282,BGC0000045,Aspergillus terreus,PKS,0.5383918869974647,3.2680222511291506,2.860231399536133,BGC0001457,NRPS,dehydrocurvularin,8
1283,BGC0001626,Stachybotrys chlorohalonata IBT 40285,PKS,0.5378486055776892,3.356129598617554,3.2302446365356445,BGC0002171,hybrid,isoindolinone,10
1284,BGC0000048,Dothistroma septosporum,PKS,0.5378486055776892,3.356366205215454,3.2471189498901367,BGC0001446,PKS,dothistromin,20
1285,BGC0000340,Streptomyces sp. LZ35,NRPS,0.5373053241579138,3.335417604446411,3.0937440395355225,BGC0000694,other,echoside A;echoside B;echoside C;echoside D;echoside E,17
1286,BGC0001338,Monascus ruber,PKS,0.5362187613183629,3.32372989654541,2.8655009269714355,BGC0001708,hybrid,citrinin,16
1287,BGC0001435,Streptomyces sp. ZJ306,hybrid,0.5356754798985874,3.3516568183898925,3.184016227722168,BGC0001726,hybrid,ikarugamycin,25
1288,BGC0001260,Tolypocladium album,terpene,0.5354943860919956,3.06231484413147,2.649540662765503,BGC0000613,RiPP,terpendole E,7
1289,BGC0002209,Aspergillus ustus,PKS,0.5340456356392611,3.3573774337768554,3.337825298309326,BGC0003088,terpene,ustethylin A,10
1290,BGC0000046,Alternaria brassicicola,PKS,0.5324157913799348,3.3395004272460938,3.3044421672821045,BGC0001264,PKS,depudecin,6
1291,BGC0002246,Hypholoma sublateritium FD-334 SS-4,terpene,0.5320536037667511,3.1989746570587156,2.5662245750427246,BGC0000120,PKS,naematolin,20
1292,BGC0002272,Aspergillus terreus NIH2624,NRPS,0.5318725099601593,3.212940549850464,2.497842788696289,BGC0002199,other,asterrelenin;epi-aszonalenin A,6
1293,BGC0000760,Acinetobacter venetianus RAG-1 = CIP 110063,other,0.5318725099601593,3.293213653564453,3.1023051738739014,BGC0000120,PKS,emulsan,22
1294,BGC0002999,Penicillium roqueforti FM164,PKS,0.5316914161535675,3.0634227991104126,1.3169585466384888,BGC0003151,PKS,"(2S)-annullatin A;(2S)-annullatin B;(2S,9S)-annullatin D;(8S)-annullatin E;(2R)-annullatin G;(2S,9S)-annullatin H;(14S)-annullatin I;(8S)-annullatin J;2-hydroxymethyl-3-pentylphenol",10
1295,BGC0001340,Byssochlamys fulva,PKS,0.5307859471206084,3.28603081703186,3.127950668334961,BGC0001749,PKS,byssochlamic acid;agnestadride A;agnestadride B;Triketide maleidride monomer type A,20
1296,BGC0001028,Nostoc sp. GSV224,hybrid,0.5306048533140166,3.1332247257232666,2.8186020851135254,BGC0001448,NRPS,nostopeptolide A2,8
1297,BGC0001699,Aspergillus nidulans FGSC A4,NRPS,0.5304237595074248,3.1680535793304445,2.836552381515503,BGC0002242,NRPS,nidulanin A,4
1298,BGC0001603,Micromonospora echinospora,other,0.530242665700833,2.9660136699676514,2.1331071853637695,BGC0002450,other,gentamicin,37
1299,BGC0002197,Penicillium crustosum,hybrid,0.5300615718942412,2.7615779399871827,0.0,BGC0003028,hybrid,terrestric acid,8
1300,BGC0003028,Penicillium crustosum PRB-2,hybrid,0.5296993842810576,2.7615779399871827,0.0,BGC0003028,hybrid,Terrestric acid,8
1301,BGC0002039,Nocardia interforma ATCC 21072,other,0.5295182904744657,3.0566069364547728,1.706891417503357,BGC0001514,other,coformycin;formycin A,28
1302,BGC0002879,Streptomyces sp. ,NRPS,0.5295182904744657,3.080535125732422,2.477858066558838,BGC0002108,NRPS,Cinnamexin,40
1303,BGC0002165,Parastagonospora nodorum SN15,PKS,0.5284317276349149,3.12669095993042,2.4389688968658447,BGC0002205,hybrid,betaenone C;probetaenone I;stemphyloxin II;compound 4;compound 6;compound 7;compound 9;compound 3;dehydroprobetaenone I;compound 5,7
1304,BGC0001374,Streptomyces albogriseolus,other,0.528250633828323,2.9426273107528687,1.7344485521316528,BGC0001490,other,thienodolin,14
1305,BGC0000033,Micromonospora echinospora,PKS,0.5268018833755885,3.2403510570526124,3.1438088417053223,BGC0001412,other,calicheamicin,74
1306,BGC0000372,Aspergillus fumigatus Af293,NRPS,0.5255342267294458,3.1389604091644285,2.7177698612213135,BGC0001249,NRPS,hexadehydroastechrome;terezine-D;astechrome,8
1307,BGC0001720,Beauveria bassiana ARSEF 2860,PKS,0.5249909453096704,3.2280149459838867,3.0970425605773926,BGC0002553,other,oosporein,14
1308,BGC0002169,Aspergillus aculeatus ATCC 16872,hybrid,0.5248098515030786,3.199147891998291,2.813230514526367,BGC0001998,PKS,acurin A,13
1309,BGC0002205,Parastagonospora nodorum SN15,hybrid,0.5246287576964868,3.048207902908325,2.4389688968658447,BGC0002165,PKS,phomacin D;phomacin E,9
1310,BGC0000811,Aspergillus fumigatus Af293,other,0.5237232886635277,3.1081902980804443,2.6296520233154297,BGC0003151,PKS,fumigaclavine C,11
1311,BGC0000937,Streptomyces sp. WM6372,other,0.5233611010503441,3.074401092529297,2.594665050506592,BGC0002283,terpene,fosfazinomycin A;fosfazinomycin B,19
1312,BGC0002386,Sorangium cellulosum So0157-2,hybrid,0.5231800072437522,3.1106744766235352,2.4659955501556396,BGC0000329,NRPS,cyclo(n-Me-L-Leu-L-Val);cyclo(n-Me-L-Leu-L-Leu);cyclo(n-Me-L-Leu-L-Ile),20
1313,BGC0001547,Aspergillus stellatus,terpene,0.5231800072437522,3.1543927669525145,2.948805093765259,BGC0001924,terpene,citreohybridonol,11
1314,BGC0002211,Paraphaeosphaeria sporulosa,PKS,0.5229989134371604,3.1687307834625242,2.929619073867798,BGC0001616,hybrid,HEx-pks1 polyketide,5
1315,BGC0000796,Paenibacillus alvei,other,0.5226367258239768,2.7138113737106324,1.4372467994689941,BGC0001380,other,S-layer glycan,21
1316,BGC0003069,Microbulbifer sp. MKSA007,NRPS,0.5222745382107932,3.0683942794799806,2.6135780811309814,BGC0002326,NRPS,Pseudobulbiferamide A;Pseudobulbiferamide B;Pseudobulbiferamide C;Pseudobulbiferamide D,4
1317,BGC0001420,Hyalangium minutum,hybrid,0.5220934444042014,3.1332011222839355,2.8153414726257324,BGC0001418,hybrid,myxochromide D,13
1318,BGC0001207,Eleftheria terrae,NRPS,0.5220934444042014,3.0851961612701415,2.5983691215515137,BGC0001657,NRPS,teixobactin,10
1319,BGC0001876,Thalassospira sp. CNJ-328,NRPS,0.5217312567910177,3.1371175765991213,2.9693899154663086,BGC0001005,hybrid,thalassospiramide A,3
1320,BGC0000968,Penicillium expansum,hybrid,0.5217312567910177,3.1676642417907717,2.697634220123291,BGC0001026,hybrid,chaetoglobosin A;chaetoglobosin C,7
1321,BGC0001622,Streptomyces sp.,PKS,0.5217312567910177,3.0571749925613405,1.9451442956924438,BGC0001960,PKS,isatropolone A;isotropolone B;isotropolone C,21
1322,BGC0000774,Xanthomonas campestris pv. campestris,other,0.5213690691778341,3.2091410636901854,3.0908656120300293,BGC0000795,other,lipopolysaccharide,35
1323,BGC0003151,Penicillium roqueforti FM164,PKS,0.5211879753712423,2.9207349538803102,1.3169585466384888,BGC0002999,PKS,Annullatin D,11
1324,BGC0000659,Saccharopolyspora erythraea NRRL 2338,terpene,0.5211879753712423,2.9624102830886843,0.6516598463058472,BGC0002708,terpene,2-methylisoborneol,2
1325,BGC0000780,Vibrio parahaemolyticus,other,0.5211879753712423,3.1976506233215334,3.0262866020202637,BGC0000699,other,O&K-antigen,61
1326,BGC0000392,Actinosynnema mirum DSM 43827,NRPS,0.5211879753712423,3.1699844360351563,2.9431099891662598,BGC0001365,NRPS,mirubactin,14
1327,BGC0002604,Aspergillus felis,PKS,0.5208257877580587,3.1358376026153563,2.9726412296295166,BGC0002855,terpene,sartorypyrone A,6
1328,BGC0002147,Streptomyces sp. CB02009,NRPS,0.5197392249185078,3.067893648147583,2.186616897583008,BGC0001593,NRPS,bohemamine A;bohemamine B;bohemamine C,16
1329,BGC0001457,Streptomyces caniferus,NRPS,0.519558131111916,2.90791802406311,2.5788540840148926,BGC0001906,PKS,jomthonic acid A;jomthonic acid B;jomthonic acid C,37
1330,BGC0002239,Acremonium sp.,hybrid,0.5193770373053241,2.8233750820159913,2.2232470512390137,BGC0002505,hybrid,GKK1032 A2;pyrrocidine A;pyrrocidine B,10
1331,BGC0001704,Nodularia sp. HBU26,other,0.5188337558855487,2.8848188161849975,0.49276769161224365,BGC0002597,hybrid,nocuolin A,21
1332,BGC0002327,Burkholderia gladioli,NRPS,0.5177471930459978,3.0503818511962892,2.598646402359009,BGC0000395,NRPS,bolagladin A;bolagladin B,26
1333,BGC0002691,Vibrio neptunius,NRPS,0.5166606302064469,3.1082937717437744,2.865443706512451,BGC0002421,NRPS,amphibactin B;amphibactin C;amphibactin D;amphibactin E;amphibactin H;amphibactin S;amphibactin T;amphibactin V,8
1334,BGC0001976,Phoma sp.,terpene,0.5164795363998551,2.894856882095337,2.3290421962738037,BGC0000154,PKS,eupenifeldin,11
1335,BGC0002597,Nodularia sp. LEGE 06071,hybrid,0.5164795363998551,2.874322247505188,0.49276769161224365,BGC0001704,other,Nocuolactylate A;Nocuolactylate B;Nocuolactylate C,21
1336,BGC0001278,Fusarium sporotrichioides,terpene,0.5162984425932633,2.784194803237915,1.3128854036331177,BGC0001277,terpene,T-2 toxin,24
1337,BGC0000562,Kocuria varians,RiPP,0.5162984425932633,3.126999044418335,2.6667275428771973,BGC0002674,RiPP,variacin,1
1338,BGC0001103,Bacillus subtilis subsp. spizizenii ATCC 6633,hybrid,0.5159362549800797,2.909819221496582,2.1692421436309814,BGC0001098,hybrid,mycosubtilin,10
1339,BGC0003134,Streptomyces globisporus 1912,PKS,0.5159362549800797,3.073966407775879,2.896949529647827,BGC0002047,PKS,landomycin E,32
1340,BGC0002995,Penicillium  soppii CBS:869.70,NRPS,0.5153929735603042,3.1475146293640135,3.0747649669647217,BGC0001752,NRPS,cycloaspeptide A;cycloaspeptide E,2
1341,BGC0002007,Amycolatopsis tolypomycina,terpene,0.5153929735603042,3.0392934799194338,2.8668336868286133,BGC0000648,terpene,atolypene A;atolypene B,17
1342,BGC0001050,Tistrella bauzanensis,hybrid,0.5141253169141615,3.139386606216431,3.0629587173461914,BGC0001825,NRPS,thalassospiramide A,2
1343,BGC0002255,Ascomycota sp. F53,PKS,0.5141253169141615,3.0912662982940673,3.0051937103271484,BGC0000003,PKS,lijiquinone,8
1344,BGC0000553,Streptomyces filamentosus NRRL 15998,RiPP,0.5141253169141615,3.0589152812957763,2.6202664375305176,BGC0001579,RiPP,SRO15-2212,7
1345,BGC0002608,Aspergillus steynii,hybrid,0.5132198478812025,2.8478259563446047,2.1190333366394043,BGC0001490,other,ochratoxin A,1
1346,BGC0001237,Salinispora pacifica DSM 45543 = CNS-863,PKS,0.5132198478812025,3.0208614826202393,2.5441091060638428,BGC0000091,PKS,thiolactomycin,10
1347,BGC0001343,Stigmatella aurantiaca Sg a15,PKS,0.5130387540746106,3.127247381210327,3.0497050285339355,BGC0001225,NRPS,aurachin A;aurachin D,18
